IMPULSE,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,Spec_Flat,Spec_Band,Spec_Cent
GUN,-22542.126953125,7897.91015625,-193.5492706298828,163.30307006835938,1100.328369140625,921.7924194335938,380.16131591796875,336.3775634765625,-171.7623291015625,125.69505310058594,0.11513522826135159,88595.43361614265,55808.440800925346
GUN,-22213.486328125,8234.81640625,-468.73870849609375,-227.6060028076172,1016.0552368164062,908.3391723632812,381.2557678222656,108.69361114501953,-303.626220703125,-17.337684631347656,0.14340456575155258,86276.10952793031,57980.101148641465
GUN,-17886.5703125,6885.98828125,-887.7460327148438,-546.84033203125,-287.11712646484375,1416.2813720703125,-400.9255676269531,633.1695556640625,29.940731048583984,168.7589569091797,0.5866418778896332,99565.26621303317,82919.66152724184
GUN,-14548.0048828125,6614.58056640625,-2545.591796875,462.7250671386719,86.80450439453125,1647.3262939453125,368.0832214355469,335.06146240234375,273.21954345703125,433.33197021484375,0.5108083039522171,88911.2445998053,84154.97643326104
GUN,-16483.560546875,7954.9365234375,-2943.18505859375,1432.14599609375,363.5328369140625,1312.9998779296875,1023.498046875,251.57827758789062,495.9550476074219,526.6309204101562,0.06725071929395199,71205.23579780181,59943.50917747296
GUN,-18278.91015625,7533.5087890625,-1675.5628662109375,553.0678100585938,679.27587890625,1198.14697265625,260.6094055175781,272.2940673828125,-124.22150421142578,226.76446533203125,0.12516265735030174,82541.70020143288,63359.15851709358
GUN,-20076.58203125,8533.052734375,-970.859375,450.1731872558594,944.2446899414062,693.9993286132812,310.10382080078125,38.6389045715332,-237.1499481201172,327.9823913574219,0.07509161252528429,75910.26396933112,51740.941664844584
GUN,-20408.857421875,8611.490234375,-505.53961181640625,401.6473388671875,875.3528442382812,490.89019775390625,344.8128356933594,378.4262390136719,-201.07467651367188,57.17979431152344,0.09870191104710102,77593.53172729991,51116.14657650925
GUN,-21716.232421875,8886.8662109375,-80.55570220947266,-26.757492065429688,904.4921875,675.9203491210938,446.5847473144531,168.33544921875,3.292675495147705,182.23388671875,0.07216903381049633,77313.46153160513,46904.4824419262
GUN,-22226.93359375,8344.0595703125,228.29539489746094,19.188167572021484,811.5802001953125,836.9443359375,27.78066635131836,-1.439509391784668,-123.47972869873047,7.186844348907471,0.09968947619199753,85539.6872390702,52325.525830141814
GUN,-21135.7734375,6149.07470703125,68.42019653320312,516.314697265625,-157.50389099121094,845.8056030273438,-10.656099319458008,245.6774444580078,-205.03024291992188,389.4380798339844,1.043117418885231,114611.05593414574,93161.66005331311
GUN,-23615.44140625,7612.1201171875,529.06640625,52.096961975097656,781.4483642578125,830.4679565429688,43.89820861816406,-45.979705810546875,-388.3043212890625,37.40290451049805,0.16522318124771118,98761.08256958683,61093.24084074565
GUN,-23402.50390625,7971.70654296875,19.967308044433594,-194.34556579589844,1036.4227294921875,1065.6446533203125,363.24017333984375,118.77902221679688,-267.44976806640625,209.97332763671875,0.10575611144304276,89954.51227869086,55419.02042817888
GUN,-22638.412109375,7602.0390625,-200.2191925048828,155.13616943359375,960.8936767578125,1100.462646484375,364.8917236328125,51.10340881347656,-269.6151428222656,182.59535217285156,0.20727422088384628,94424.73113996118,62159.65155964643
GUN,-22463.171875,8532.509765625,-44.423927307128906,-501.1016540527344,779.11328125,899.1870727539062,261.09088134765625,260.0544128417969,-127.60013580322266,221.87879943847656,0.11623947881162167,85141.11105641614,54311.997398464155
GUN,-22880.439453125,8312.962890625,85.65864562988281,-242.45928955078125,794.3364868164062,646.1015014648438,334.2144775390625,315.0442199707031,-198.0062713623047,341.959228515625,0.10289588011801243,87162.45501280364,54304.69484489824
GUN,-23537.8203125,8064.43603515625,218.5233154296875,-588.734375,583.2407836914062,697.9331665039062,337.7557373046875,375.9114074707031,163.92935180664062,469.1725769042969,0.1530793495476246,94358.98886151229,59132.38040584781
GUN,-10038.224609375,7740.51025390625,-1361.9788818359375,-77.79716491699219,185.3795928955078,-14.499349594116211,-333.9021911621094,30.64858627319336,-584.2723999023438,-212.67779541015625,0.30760275200009346,84660.20026965528,69528.20549749008
GUN,-6137.24560546875,7705.333984375,-332.7479553222656,174.0484619140625,-99.68269348144531,49.4961051940918,-677.6893310546875,-64.35323333740234,-413.72344970703125,268.28729248046875,0.28104858472943306,92580.67701089094,67605.84766757782
GUN,-13202.4189453125,8513.447265625,-628.3544921875,781.4114379882812,-90.24646759033203,91.49005126953125,-519.9068603515625,-378.80535888671875,-752.9716186523438,69.40059661865234,0.11061838828027248,76358.9530931228,54674.849917410014
GUN,-15064.6435546875,6867.9501953125,-1563.3978271484375,2167.048828125,496.4879455566406,863.889892578125,-511.34619140625,-566.1240844726562,-1022.8433227539062,-468.31512451171875,0.20264526829123497,85604.78533708441,70112.08362351466
GUN,-15332.626953125,6506.98486328125,-1449.5101318359375,2013.7965087890625,464.9664306640625,1173.39111328125,-233.4124298095703,-280.3627624511719,-677.4320678710938,-345.8335876464844,0.28812672942876816,89581.66133652546,74737.52929878724
GUN,-17553.501953125,7778.19384765625,-731.7755126953125,1831.718994140625,1074.1710205078125,1523.0330810546875,-122.50343322753906,82.1599349975586,-506.5486755371094,-417.5938720703125,0.057794833555817604,75314.83005758421,48305.502919580635
GUN,-18477.09375,7609.74072265625,-1223.8280029296875,2104.9443359375,1387.6490478515625,1090.06201171875,811.6854858398438,488.1988525390625,-118.51773834228516,165.6090850830078,0.08527805097401142,71080.96226720331,49300.220054198195
GUN,-3302.370361328125,7366.3115234375,-848.2321166992188,-207.11679077148438,-221.0198974609375,45.00835037231445,-464.6291198730469,16.929380416870117,-723.8494873046875,-272.3235168457031,0.34251250326633453,93089.10645091698,72558.26417761942
GUN,-9102.2822265625,7712.0185546875,-120.20030212402344,720.6463623046875,-244.0413818359375,-189.46173095703125,-622.4796142578125,66.38566589355469,-422.3532409667969,-302.2568664550781,0.23703953251242638,88706.62407483814,63229.83512655285
GUN,-15736.623046875,8024.83984375,-552.1608276367188,1779.971435546875,202.2357940673828,500.4556884765625,-772.1259765625,-551.3936767578125,-593.5189208984375,-242.55859375,0.09408706799149513,77659.45255877974,54667.45005573748
GUN,-15493.1005859375,6630.962890625,-1244.2401123046875,1864.68896484375,117.74213409423828,1277.70068359375,-215.28578186035156,34.2973518371582,-844.6961669921875,-662.052734375,0.41685953736305237,89376.57612775332,75936.70457115203
GUN,-18591.671875,7953.94970703125,-910.7431640625,1510.8631591796875,1431.34521484375,1183.8399658203125,-311.403564453125,-279.7161560058594,-698.0902099609375,-545.9891967773438,0.049519785679876804,73141.69441863532,48609.03370383869
GUN,-16185.693359375,7315.20556640625,-1550.11865234375,2068.276611328125,853.7717895507812,1946.1754150390625,255.70033264160156,269.148681640625,-364.2395324707031,-362.7874450683594,0.05979049485176802,77670.2787752645,54524.50747475741
GUN,-15686.087890625,7766.54833984375,-3172.35986328125,1340.5697021484375,-150.6498565673828,1175.0845947265625,693.7080078125,200.31869506835938,431.39007568359375,-52.65867233276367,0.16214417293667793,73556.34585320347,71411.29291838351
GUN,-14739.615234375,8935.7978515625,-2286.421875,1114.3203125,361.26678466796875,749.99609375,735.8056030273438,213.82464599609375,-70.00067901611328,60.39957046508789,0.027881893329322338,62526.39376913868,47198.14468706767
GUN,-18897.962890625,9128.9912109375,-1340.6475830078125,593.071533203125,921.6355590820312,752.2001342773438,414.1295471191406,-27.38753318786621,30.61090850830078,334.2641296386719,0.03983610309660435,66657.6116878614,45835.71161335055
GUN,-18777.943359375,7958.1767578125,-659.7080078125,-43.87079620361328,992.2205810546875,529.5860595703125,426.8733825683594,-261.1582946777344,91.58799743652344,330.7147521972656,0.2521934360265732,93293.9377997796,65657.63356853146
GUN,-17335.916015625,6723.35009765625,-190.6277618408203,-304.56097412109375,674.6392822265625,620.0433349609375,-33.61532974243164,134.4674530029297,103.54651641845703,814.4849853515625,0.7471238076686859,110380.01456347531,83875.50940625065
GUN,-20977.240234375,8610.6630859375,-753.4542236328125,62.26581954956055,726.487548828125,486.0682678222656,-8.870794296264648,-32.14385986328125,-46.2537956237793,143.74542236328125,0.11849099770188332,78553.25940506543,55046.952127160475
GUN,-16014.228515625,7127.04931640625,-3309.403076171875,984.3571166992188,-189.225830078125,1627.5819091796875,405.7033996582031,-327.18902587890625,344.38604736328125,-28.892822265625,0.2918655425310135,77879.15868104546,81443.97049137669
GUN,-15908.578125,8306.6552734375,-3066.334716796875,1142.7196044921875,144.6043243408203,1223.148681640625,1096.296875,-34.03730773925781,639.7893676757812,337.314453125,0.07613176479935646,69279.73880112283,61967.600494839186
GUN,-16975.427734375,7695.9033203125,-1631.1680908203125,244.3699951171875,417.9076232910156,775.5346069335938,384.1856689453125,418.1770324707031,-105.87451934814453,524.67529296875,0.23803383111953735,85479.30725014546,67770.68269227854
GUN,-17795.033203125,7458.0888671875,-985.595458984375,-346.3805236816406,598.5987548828125,1099.7506103515625,-112.14266967773438,315.1009826660156,-423.3874816894531,438.6764221191406,0.30973635613918304,94271.70959958607,73734.84992166607
GUN,-17542.92578125,7027.203125,-421.85546875,-20.269203186035156,498.16314697265625,650.1770629882812,24.50074577331543,205.41514587402344,-359.1404724121094,609.7286987304688,0.5955519527196884,107370.69562987504,81681.07046093431
GUN,-15759.01953125,6133.73291015625,-1259.695068359375,819.2642211914062,-38.979305267333984,293.79864501953125,539.1532592773438,534.352294921875,-117.21795654296875,605.892333984375,0.9196870028972626,99311.41710237408,90560.58480293334
GUN,-21491.263671875,9130.9736328125,-62.00290298461914,-233.38607788085938,713.6277465820312,494.8857727050781,193.22543334960938,295.81158447265625,-93.19364166259766,54.848060607910156,0.05518358200788498,73981.29636857142,46011.69331145897
GUN,-21921.375,8628.947265625,-56.945465087890625,-273.6678161621094,718.338134765625,645.1983032226562,211.28440856933594,65.82584381103516,-350.416015625,265.0015869140625,0.10027038864791393,82115.9274883607,52069.73047748835
GUN,-2931.672119140625,7594.08056640625,-576.2991333007812,306.11309814453125,-474.1536560058594,719.4925537109375,-168.40660095214844,-121.74907684326172,-643.0068359375,98.75762176513672,0.2518920227885246,87267.17917033585,66966.03615005643
GUN,-9450.638671875,7588.70703125,297.4125671386719,853.0159912109375,-93.36326599121094,-69.5505142211914,-752.2233276367188,-274.6326904296875,-502.2364501953125,223.41896057128906,0.16741124913096428,92723.46223680077,61983.27142944911
GUN,-14652.607421875,7497.86328125,-675.5267333984375,1863.261962890625,-606.9066772460938,198.08380126953125,-693.061767578125,-538.7533569335938,-982.145751953125,-57.05927276611328,0.1859469898045063,83950.58945745582,65096.12953946528
GUN,-14902.3193359375,6666.318359375,-1069.488525390625,2196.637939453125,250.9323272705078,925.98388671875,-391.3047790527344,-180.74668884277344,-868.4823608398438,-530.83349609375,0.19015513360500336,89592.8542260196,69832.7150464604
GUN,-17269.53515625,8238.67578125,-756.6952514648438,1919.16162109375,790.676513671875,941.7907104492188,238.9812774658203,-370.1052551269531,-632.3208618164062,-414.2766418457031,0.028894657734781504,69355.69173344792,44163.40142443252
GUN,-17333.4609375,8533.1884765625,-1010.1514282226562,1425.9371337890625,794.7823486328125,1355.493896484375,492.85205078125,28.45052719116211,-212.5140380859375,-374.12982177734375,0.029133805073797703,65775.44951964996,42809.00167691903
GUN,-20885.861328125,7856.90673828125,-1110.48193359375,846.6573486328125,1010.8736572265625,713.8092041015625,214.19854736328125,66.80699920654297,-123.98358917236328,101.28823852539062,0.11038335040211678,82254.85585254269,58392.417312779544
GUN,-16568.4921875,7791.56494140625,70.73159790039062,264.3951721191406,1007.576416015625,1013.5743408203125,-153.57559204101562,505.7210388183594,-26.17833137512207,-22.161741256713867,0.15445519238710403,88296.69990552911,55838.44463635287
GUN,-23784.00390625,7628.3603515625,550.871337890625,575.5944213867188,1115.1734619140625,743.6398315429688,212.92701721191406,441.40869140625,-5.70615291595459,-143.67564392089844,0.09814193472266197,93524.51926263355,54098.863817906065
GUN,-25838.28515625,6513.84716796875,1535.46044921875,1023.5233764648438,1009.8961791992188,978.0072631835938,426.20697021484375,97.52789306640625,-135.87600708007812,75.01512145996094,0.1369049772620201,111685.70939879763,62723.730362051996
GUN,-26053.45703125,6430.75244140625,1675.4473876953125,1207.81396484375,1312.73828125,990.630615234375,264.19561767578125,77.18718719482422,-30.595945358276367,-39.345760345458984,0.13331590220332146,112308.05009389238,62008.984233736635
GUN,-24699.857421875,6693.53515625,663.775634765625,588.3285522460938,1268.260009765625,1038.192138671875,21.2032413482666,-91.1295394897461,-218.7065887451172,29.679269790649414,0.26270320639014244,112407.39037329318,71629.83962377704
GUN,-10949.4990234375,6027.61328125,-2245.05419921875,375.7054748535156,-89.13512420654297,1263.1307373046875,50.52237319946289,-23.488201141357422,39.583709716796875,9.676918983459473,0.6803056597709656,94767.67370085567,94131.13685636931
GUN,-5857.205078125,8426.2265625,-17.449331283569336,265.59613037109375,-606.9139404296875,310.8885803222656,-496.6759338378906,-166.9083709716797,-374.33367919921875,5.779447555541992,0.15244072303175926,81057.49020188428,55963.33230424528
GUN,-10754.009765625,7619.1142578125,-246.59750366210938,1220.4390869140625,-148.5281219482422,76.8307113647461,-624.107421875,-349.6576232910156,-528.9266967773438,17.475675582885742,0.2148674614727497,89492.41946777535,64475.25792669825
GUN,-15824.439453125,8138.0126953125,-959.5572509765625,1695.5718994140625,297.2171325683594,826.5475463867188,-478.1911315917969,-516.3221435546875,-780.9598999023438,-447.7823486328125,0.07406605407595634,74977.52304660984,53127.3056844808
GUN,-15169.2578125,6841.525390625,-1445.6514892578125,1572.8292236328125,285.39471435546875,1158.168212890625,-90.36385345458984,174.72451782226562,-514.9866943359375,-314.4613342285156,0.36436107009649277,90214.77010140698,74950.89478881749
GUN,-16245.6640625,7862.138671875,-1005.39306640625,1454.432861328125,679.4793090820312,994.34033203125,232.7050018310547,40.619468688964844,-59.9794807434082,-408.573974609375,0.14438994228839874,80543.57040467317,56540.415080997154
GUN,-16649.822265625,7368.81298828125,-1144.373046875,2070.103515625,772.7763061523438,1402.2314453125,381.9094543457031,196.95753479003906,80.87936401367188,-281.5393371582031,0.06291606463491917,78862.64985950828,53801.04245207168
GUN,-17882.015625,6400.22705078125,-151.58702087402344,1708.56591796875,530.5929565429688,958.3245239257812,347.6182556152344,49.77274703979492,-352.843994140625,-418.0889892578125,0.6700776517391205,88928.04117015378,72754.4752427314
GUN,-17094.580078125,8769.1474609375,-1509.00146484375,637.0220947265625,220.37734985351562,1710.01220703125,-85.44570922851562,-289.2353820800781,21.56526756286621,-860.8480834960938,0.06695720367133617,69657.12138954714,53520.086252498826
GUN,-19133.3984375,6929.791015625,-709.5054321289062,365.06719970703125,127.92996978759766,814.7969970703125,-601.0228881835938,254.36424255371094,51.21629333496094,407.0159912109375,0.39103124290704727,99521.29593852919,77193.70490239744
GUN,-19337.533203125,6638.20361328125,-1145.3438720703125,490.3216552734375,231.89425659179688,594.661376953125,43.77079772949219,285.4547424316406,-178.226318359375,290.4424133300781,0.6761885434389114,98010.6892631537,82937.9000082768
GUN,-22291.306640625,8395.6142578125,-309.18792724609375,-614.2160034179688,448.3464050292969,581.0551147460938,371.48101806640625,532.3012084960938,-129.02952575683594,54.672698974609375,0.13552727177739143,85693.10193347411,57487.30330248008
GUN,-20030.359375,7477.4091796875,-1699.4173583984375,282.41534423828125,525.8158569335938,1404.9007568359375,313.5635070800781,406.774658203125,473.5244445800781,-24.91342544555664,0.21641897037625313,84166.34740112054,70201.5801386462
GUN,-15421.8330078125,7235.5771484375,-3196.724853515625,742.6461181640625,33.64377975463867,1564.6090087890625,465.3971862792969,477.4433898925781,559.4486083984375,436.3204040527344,0.24988554418087006,76502.99346743233,76501.79840184127
GUN,-16784.533203125,7723.0791015625,-1788.3004150390625,1256.9422607421875,292.27850341796875,924.6603393554688,954.8417358398438,370.1427307128906,310.0383605957031,799.3722534179688,0.13153896667063236,79447.3418065289,60086.12590902363
GUN,-16281.3232421875,6316.13037109375,-1272.802978515625,590.3839111328125,405.40533447265625,1337.3956298828125,-184.9400634765625,374.4017028808594,-79.98056030273438,195.44630432128906,0.7775320112705231,101014.53632732533,86652.06234434994
GUN,-19912.46875,8960.3994140625,-1372.2484130859375,111.77069854736328,846.966552734375,661.4386596679688,432.86383056640625,151.6103057861328,-217.5885772705078,55.94526290893555,0.06333185359835625,70173.42328892916,50982.226860947776
GUN,-20290.8828125,9049.2548828125,-832.4334106445312,-56.58784866333008,847.3405151367188,616.3703002929688,212.07102966308594,205.8322296142578,130.11163330078125,183.97210693359375,0.08262532763183117,73108.68551587725,50175.9431091348
GUN,-21600.361328125,8672.8271484375,-274.50640869140625,-199.0929718017578,808.5578002929688,589.9219360351562,215.95855712890625,376.2955322265625,-29.713848114013672,320.09808349609375,0.08801305666565895,79172.09677793806,50360.50713896872
GUN,-19303.5390625,6811.11083984375,-94.47034454345703,14.47591781616211,-147.4712371826172,1071.911865234375,-86.3245849609375,336.0148620605469,-314.0597229003906,83.36785125732422,0.7080572843551636,102802.50584501031,80248.00193367369
GUN,-18093.666015625,6062.54150390625,-672.3226318359375,-444.4444274902344,-617.4755859375,1019.635009765625,-589.2357788085938,664.8096313476562,-126.031494140625,-154.76467895507812,1.048215851187706,112405.02662059061,98089.54712385018
GUN,-23976.044921875,7740.54150390625,642.3233032226562,-6.918428897857666,550.6636962890625,612.4933471679688,251.84237670898438,89.9145278930664,-420.0135803222656,-218.78805541992188,0.14868948608636856,97342.36382457023,59133.91374768225
GUN,-23482.1171875,7852.79541015625,224.90464782714844,-90.32334899902344,1020.7752685546875,871.9168090820312,297.9647216796875,-4.12783145904541,-520.30908203125,77.15879821777344,0.12481685727834702,93794.37269430805,57741.395530834285
GUN,-23244.259765625,7782.4560546875,-118.60504150390625,-271.5171813964844,786.370361328125,810.1339111328125,380.746337890625,222.96221923828125,-187.45399475097656,172.31439208984375,0.1765378750860691,94666.54560087416,62082.70617441134
